DetailID,TransactionID,Fee $,PaymentMode,Note,AuthorizedBy,Timestamp
795,538,44.86,Cheque,Spend fast woman foot feel through eat.,Danielle Osborne,29-11-2021 15:02
796,1078,15.11,Online Banking,Past glass church then.,Amber Cole,25-08-2022 23:46
797,142,38.96,Cash,And eight third statement.,Dr. Jason Davidson,13-03-2020 07:07
798,785,10.07,Online Banking,Door improve allow place class analysis foot.,Marissa Clark,24-12-2020 02:25
799,1027,15.95,Debit Card,Imagine small floor state reason from.,Tanner Richardson,20-05-2020 19:06
800,418,44.2,Cheque,See southern party because material.,Lauren Mckenzie,17-12-2021 09:18
801,944,48.54,Debit Card,Nor writer society probably current quality sign.,Christopher Garcia,16-05-2020 12:11
802,1122,13.35,Cash,Which among member up lead attack particular water.,Russell Aguilar,17-10-2023 22:01
803,1577,21.02,Cheque,Address anything industry throw mind.,Melissa Franklin,27-12-2021 15:15
804,1799,8.92,Credit Card,Task cover thank wrong fly mother.,Savannah Trevino,27-07-2023 12:25
805,229,21.61,Debit Card,Former note animal yes decision series miss.,Jared Ford,07-09-2020 23:11
806,582,13.98,Debit Card,Look early free consumer base read.,Kelly Jimenez,23-04-2022 12:02
807,1840,0.47,Cheque,Care may social glass office.,Tammy Jones,03-01-2021 01:26
808,851,30.52,Credit Card,Right in blue produce decision.,Brian Bowen,28-07-2023 03:29
809,304,44.65,Cash,Fact trip common for.,Jeffrey Bean,16-08-2020 01:46
810,1063,49.91,Cash,Oil realize trial property.,Norma Rodriguez,10-07-2020 08:10
811,420,42.39,Credit Card,During team catch establish right forget marriage.,Julie Mccullough,18-03-2020 20:16
812,1278,28.9,Credit Card,Walk court she.,Eric Anderson,05-10-2020 08:27
813,956,19.16,Credit Card,Begin special low feel itself improve.,Johnny Ellison,10-09-2020 22:49
814,1997,6.19,Cheque,Edge no travel agent officer commercial.,Michelle Montgomery,11-05-2023 16:23
815,1857,23.59,Cash,Computer organization bar.,Faith Horne,21-06-2023 15:36
816,1787,33.18,Cash,Else animal far relate north free.,Sean Watkins,14-06-2020 05:05
817,1446,28.9,Cheque,Life decade serve leave girl sit green.,Sandra Stone,01-02-2022 23:30
818,793,40.94,Cash,Respond series area final southern Democrat ask.,Scott Figueroa,13-11-2020 23:36
819,21,24.47,Online Banking,Interest name fact election send.,Lorraine Leon,24-11-2020 08:02
820,787,27.06,Credit Card,Long according sign run.,Theresa Zimmerman,23-01-2024 02:28
821,909,46.89,Cheque,Writer each policy send happen door.,Eric Walker,30-03-2021 15:22
822,1591,35.88,Credit Card,Action measure management toward consumer culture.,Victor Turner,05-12-2023 00:21
823,1566,25.41,Cash,Table current son appear international.,Andrew Lee,06-10-2023 09:01
824,1754,24.38,Debit Card,Form newspaper today.,Erica Ruiz,07-05-2022 07:49
825,1066,1.54,Credit Card,Argue performance fine team.,Michael Madden,18-08-2023 02:54
826,323,28.47,Debit Card,Goal law suggest kind not from do.,Raymond Miller,12-09-2021 19:01
827,1359,42.88,Online Banking,Wear agreement near six.,Susan Smith,26-05-2022 16:20
828,1412,31.55,Cash,Husband specific who.,John Wright,07-07-2022 20:16
829,775,23.55,Credit Card,Employee serve set himself include third eye.,Katherine Mills,09-03-2021 16:59
830,966,15.27,Online Banking,Itself top tax station.,Brian May,11-05-2020 20:17
831,1432,15.86,Online Banking,International pretty trial lead push above.,Ashley Waters,02-10-2021 06:08
832,550,3.6,Cheque,Government forward create individual specific.,Andrew Clark,14-05-2021 01:43
833,841,24.34,Cash,Full bed truth really culture least.,Jason Rodriguez,15-10-2023 02:03
834,57,31.94,Cash,Many vote go bank per evening show.,Traci Smith,08-10-2021 06:05
835,1686,20.14,Debit Card,Show positive have charge.,Reginald Barry,19-10-2021 22:23
836,859,31.42,Credit Card,South new share line administration.,Dalton Ward,06-03-2022 23:19
837,1793,7.89,Debit Card,Discuss operation start sound another give very.,Timothy Lang DDS,18-02-2022 22:22
838,1131,36.78,Debit Card,Explain ask down nothing compare.,Taylor Bridges,28-03-2020 13:46
839,463,24.86,Online Banking,Material yard ok space present remember.,Richard Keller,27-11-2020 15:05
840,566,3.31,Cash,Pressure growth value.,Jamie Graves,20-04-2020 14:14
841,26,16.13,Cheque,Report sign turn up area score by popular.,Kimberly Ortega,31-01-2020 16:08
842,401,18.8,Credit Card,Hand part adult listen.,Martin Raymond,27-01-2022 06:25
843,1416,2.49,Debit Card,Through before organization.,Brittany Kim,02-10-2022 00:11
844,1029,11.63,Credit Card,Cold bag beyond establish man generation.,Melissa Sanchez,28-09-2021 17:38
845,1432,9.83,Cheque,Happen chair effect matter.,Richard Foster,08-11-2020 18:29
846,849,7.23,Cheque,Myself create next.,Russell Gutierrez,15-01-2021 05:43
847,382,37.62,Cash,So national certainly energy.,William Jones,18-07-2021 02:22
848,596,17,Cash,Thought picture black head data of.,Kimberly Johnson,14-02-2020 13:27
849,965,13.72,Credit Card,Civil window necessary hand.,Sherry Walker,12-08-2021 15:39
850,279,25.01,Online Banking,Interest Congress stop last exactly approach natural.,Dr. Daniel Parker,01-07-2020 11:18
851,1080,42.91,Debit Card,Pm stuff why throughout detail will.,Zachary Dorsey,29-06-2022 15:16
852,1034,30.25,Cash,Control increase keep Mrs.,Amanda White,01-09-2022 17:24
853,762,7.92,Credit Card,Create fire before decide alone.,Christopher Goodwin,04-08-2022 15:57
854,234,6.51,Cheque,Card morning ago positive effect turn.,Shelly Mcdonald,08-01-2022 23:52
855,30,36.01,Online Banking,Including onto order accept.,Donna Hampton,24-01-2022 20:47
856,1985,8.03,Cash,Security news above president arm help agency.,Melissa Alexander,01-08-2021 17:33
857,932,10.94,Cash,Start teach understand arrive president whole.,Joseph Morales,16-06-2020 16:06
858,190,32.91,Cheque,Case car report each whether.,Timothy Henderson,17-09-2022 16:18
859,720,35.06,Cash,Mention evidence marriage too serious kitchen surface number.,Stephen Whitaker,16-11-2020 23:03
860,256,18.01,Credit Card,Green role full increase behind world.,Donald Lucas,31-03-2021 07:32
861,847,26.72,Cheque,Painting will successful finish clearly.,Kelly Rosario,18-01-2021 00:36
862,294,17.23,Debit Card,Ahead discussion ahead word.,Gina Garcia,12-02-2020 11:08
863,363,36.82,Cheque,Free laugh less rest build blood daughter.,Paul Gonzalez,14-04-2023 04:44
864,549,27.08,Online Banking,Hand green continue affect action drug.,Randall Wu,30-06-2021 10:26
865,664,48.36,Cash,Grow bad school PM.,Jacob Ross,24-02-2020 06:55
866,1053,1.2,Credit Card,Summer sign still tend police.,William Stewart,05-07-2023 12:19
867,81,11.23,Cheque,Model range first laugh.,Mr. Daniel Washington Jr.,23-07-2022 07:29
868,827,48.85,Debit Card,Conference there free seven.,Theresa Doyle,17-02-2022 08:54
869,1454,45.66,Cash,Any fear describe range eye just yeah.,Amber Smith,12-08-2022 03:34
870,1156,5.47,Cheque,Beautiful country capital cost bank.,Joseph Williams,23-06-2021 18:19
871,303,49.07,Cheque,Threat bit east week.,Tyler Powell,27-07-2021 17:13
872,1290,7.19,Cheque,Race window rock town.,Sarah Tucker,19-12-2021 01:43
873,1827,38.67,Credit Card,Weight ability road business worry skin.,Melanie Anderson,04-04-2020 09:43
874,1690,25.26,Credit Card,Rule push adult turn language capital.,Lori Foster,06-01-2021 06:22
875,1297,23.4,Debit Card,Small stage doctor star science.,Troy Knight,02-10-2023 01:49
876,608,21.67,Credit Card,Purpose whose social professor start.,Angela Morris,13-03-2022 20:48
877,1518,48.62,Debit Card,Idea protect about.,Christopher Ramos,30-05-2022 06:56
878,1772,23.48,Debit Card,Talk expert door.,Brenda Tran,24-11-2023 16:25
879,151,36.01,Cheque,Many push customer yes management again crime.,Zachary Mendoza,25-01-2023 06:50
880,289,36.87,Debit Card,Poor billion thousand.,Amy Ramos,01-11-2023 11:37
881,1476,39.92,Cash,Too course tell land.,Caroline Brown,05-06-2022 13:44
882,1831,48.33,Credit Card,Heavy someone choose notice floor traditional.,Elizabeth Smith,24-01-2022 18:22
883,641,4.88,Cheque,Effort all possible full husband movie cold.,Cheryl Hunter,25-05-2020 22:37
884,1955,5.3,Debit Card,Left water network ability town.,Matthew Ellis,05-08-2022 15:31
885,938,12.72,Credit Card,Late opportunity summer professor five deal.,Heather Parker MD,11-10-2021 10:41
886,34,31.85,Cash,Ok pressure give customer dog parent.,Christopher Porter,08-07-2023 21:30
887,346,47.44,Online Banking,Change such subject.,Michael Francis,05-02-2020 06:43
888,778,26.58,Debit Card,Service election develop.,Andrew Simpson,08-01-2024 03:08
889,1745,36.36,Debit Card,Pressure pick sister citizen.,Steven Parsons,08-08-2021 21:17
890,280,35.45,Cheque,Vote how across just arm.,Bradley Abbott,08-06-2023 09:26
891,1341,16.46,Cash,Song such others else well receive future continue.,Julie Berry,23-12-2021 15:24
892,1280,17.5,Cheque,By base what.,Kelly Ward,21-01-2022 22:31
893,979,21.99,Debit Card,Any medical field quickly blood.,Jacqueline White,26-09-2020 01:19
894,925,8.54,Online Banking,Part behind car play science.,David Day,16-04-2021 21:38
895,1691,47.59,Online Banking,Hit apply election nature.,Seth Castillo,11-10-2023 08:22
896,245,26.34,Online Banking,Movie red other remain.,Stephanie Logan,05-05-2021 14:12
897,1226,18.99,Cash,Almost get tonight stop prevent son social.,Logan Choi,23-11-2021 00:24
898,1997,43.19,Cash,Key hot lawyer rise eye world.,Mrs. Audrey Anderson,06-02-2022 19:55
899,1991,39.47,Cheque,Rest leg lawyer like structure firm sense various.,Eric George,09-03-2020 14:16
900,1234,13.16,Cash,South defense respond until account.,Megan Phelps DDS,31-08-2020 13:18
901,1018,2.03,Online Banking,Friend morning test experience.,Paul Wolfe,25-04-2020 08:03
902,1233,34.03,Online Banking,Officer professional amount necessary.,Melinda Rivas,30-01-2020 12:05
903,1990,4.26,Credit Card,Simply herself camera gas community.,Willie Hebert,02-08-2021 02:52
904,1404,22.48,Debit Card,Sort home everyone.,Adam Perry,22-01-2024 13:01
905,1371,43.59,Cash,Else south animal Congress tonight field woman structure.,Dana Suarez,20-02-2023 03:22
906,682,0.61,Online Banking,Friend near still figure.,Patricia Holt,26-08-2020 23:29
907,898,41.83,Online Banking,Operation amount message history yes three.,Alyssa Santos,19-05-2021 19:14
908,1621,7.33,Credit Card,Us nation various behavior number company.,Tommy Delgado,20-09-2020 17:57
909,698,18.96,Cheque,Push recognize paper animal form.,Brian Lopez,15-08-2021 15:14
910,526,31.37,Online Banking,Exactly practice yet strong.,Katherine Clark,10-08-2021 18:18
911,1927,33.33,Online Banking,Performance gas population building together.,Ronald Silva,21-08-2020 21:14
912,1763,37.58,Credit Card,Should imagine city brother mother economy win.,Katherine Montes,07-10-2023 02:36
913,508,20.55,Online Banking,Order would draw letter.,Jordan Harris,26-03-2022 15:06
914,1013,27.49,Credit Card,Point position shoulder control individual.,Jennifer Morris,09-03-2020 23:34
915,897,26.26,Cheque,Eye cut another statement rate direction tough.,Adam Hill,09-06-2020 14:25
916,743,45.43,Online Banking,Forget improve information beat keep last.,Brenda Spencer,18-09-2021 07:53
917,143,16.14,Online Banking,Option wear positive agent teacher opportunity scene.,Patricia Evans,21-07-2022 19:01
918,315,18.25,Debit Card,American Mr radio room morning article.,Matthew Scott,19-11-2022 19:12
919,1195,31.83,Debit Card,Run security effect of.,Madeline Potts,15-02-2023 21:32
920,1643,48.62,Online Banking,Available apply something fish.,James Palmer,22-07-2020 08:58
921,1052,24.99,Cheque,Energy recognize subject while us.,Jennifer Buckley,15-11-2021 08:26
922,391,15.85,Debit Card,Allow fill serve.,Michelle Shaw,17-11-2023 21:30
923,1383,14.67,Cash,Interview early nature again television father way.,Martha Stewart,03-08-2022 17:09
924,1398,9.61,Debit Card,Assume impact become ask truth yourself.,Andrew Lindsey,09-11-2022 05:21
925,427,42.92,Cash,Fire trip focus design like.,Cheryl Estrada,07-05-2020 01:44
926,468,8.01,Debit Card,Lawyer true team security.,William Horne,16-12-2023 22:06
927,896,18.62,Debit Card,Beyond budget event third base meeting let environment.,Renee Robinson,25-12-2021 02:58
928,544,45.84,Cash,Then research practice prove tree involve weight.,Felicia Travis,05-04-2020 00:32
929,700,39.1,Online Banking,Less again television spend member firm.,Joel Mitchell,23-01-2024 11:42
930,940,38.71,Cheque,Discover light heart nation government sea east.,Aaron Brown,03-02-2023 16:51
931,821,22.35,Cash,Quite try support result change rather young.,Steve Price,12-05-2020 08:28
932,1132,23.68,Online Banking,Evening student who condition feeling compare step official.,Jasmine Smith,16-06-2021 13:51
933,76,22.32,Debit Card,One general newspaper return little.,Jennifer Griffith DVM,28-11-2023 09:14
934,373,17.83,Online Banking,Them beat piece turn not option way.,Dawn Graham,04-03-2020 22:51
935,1003,20.96,Online Banking,Congress begin author something.,Krystal Hutchinson,17-05-2022 18:58
936,1118,12.16,Online Banking,Drug figure stock toward me.,Tyler Hill,30-05-2023 17:25
937,1954,21,Debit Card,Whatever seven mind need eat.,Monica Jones,14-01-2023 09:27
938,1906,19.61,Cash,Their quite point election believe party eight sort.,Hannah Walker,28-06-2022 11:43
939,239,19.19,Online Banking,Identify manage son property.,Steven Johnson,17-03-2023 08:57
940,54,45.15,Cash,Even exactly majority once himself that old.,Lauren Daniel,10-12-2020 08:17
941,1887,11.17,Online Banking,Value star kind respond.,Michael Adams,12-10-2023 09:13
942,1920,29.71,Online Banking,As seven challenge trouble.,Eric Davis,07-09-2022 04:59
943,1369,17.72,Debit Card,Push leader include describe million child down.,John Kim,08-07-2023 07:22
944,1137,33.55,Cheque,Painting industry away herself experience mind blood.,David Wu,05-07-2021 13:18
945,738,44.37,Credit Card,Significant should through system spend this hard.,Kelly Lewis,07-02-2021 04:01
946,192,43.96,Cash,Business with free cost officer.,Patrick Garcia,16-02-2022 09:29
947,1003,20.52,Cash,Marriage service sort computer present.,Christopher Harding,19-04-2020 04:59
948,1479,45.22,Cash,Big clear reality director.,Brian Andrews,27-03-2023 02:32
949,1565,35.6,Credit Card,Six once old still.,Scott Hutchinson,27-07-2020 22:00
950,1006,5.21,Cheque,Set suffer morning.,Anita Carter,22-10-2022 02:33
951,174,17.9,Cash,True research laugh single old.,Marissa Nelson,06-12-2021 00:18
952,412,15.83,Cash,Firm build future project loss somebody.,Shelly Montes,14-11-2021 06:55
953,1654,18.14,Cheque,Weight hot detail economy young alone several.,Kristen Valentine,04-08-2021 00:18
954,1099,11.71,Credit Card,Check before start guess enough.,Kim Glover,29-05-2023 15:35
955,526,13.34,Cheque,Hear smile paper television.,Joel Butler,23-07-2022 09:48
956,1082,0.21,Cash,Put financial window still its.,Jessica Clark,07-01-2020 11:23
957,284,21.14,Online Banking,Center cultural stay enter raise do.,Sandra Ball,02-01-2021 23:09
958,629,16.98,Online Banking,Chance better effect discover.,Brian Ochoa,14-03-2020 05:18
959,520,6.4,Debit Card,Laugh keep relate style.,Chase Perkins,16-09-2020 19:07
960,1621,45.82,Cash,Gun cell institution.,Katherine Davenport,04-06-2023 13:26
961,1915,22.83,Credit Card,Partner since hope then anyone glass from.,Andrea Landry,04-04-2020 15:41
962,388,40.88,Debit Card,Around base and wrong.,Katelyn Cohen,01-06-2020 13:09
963,758,46.31,Debit Card,Within wonder believe building.,Megan Brooks,10-09-2022 04:13
964,262,31.01,Credit Card,Year six dog many.,Cheryl Huynh,10-09-2022 18:04
965,900,14.03,Cheque,Everyone truth compare democratic power table move.,Johnny Mccormick MD,15-03-2021 00:36
966,330,28.89,Credit Card,Statement expect help degree.,Richard Taylor,28-02-2023 19:32
967,1340,42,Online Banking,Argue technology collection more fine oil state dog.,Lisa Crane,23-11-2023 21:28
968,1741,38.31,Credit Card,Hour another minute out high there involve.,Gary Brown,25-06-2023 17:02
969,1774,15.84,Online Banking,Measure author theory policy month.,Gregory Bryant,16-12-2023 22:00
970,1519,38.85,Online Banking,Worry serve rest base.,James Brooks,02-12-2023 19:08
971,1192,16.68,Credit Card,Talk home long myself miss.,Jason Lee PhD,31-10-2022 09:01
972,1190,13.44,Online Banking,Few arm other enough serve I.,Jo Moore,05-04-2021 00:23
